Date,Open,High,Low,Close,Adj Close,Volume
2018/1/2,42.540001,43.075001,42.314999,43.064999,40.615891,102223600
2018/1/3,43.1325,43.637501,42.990002,43.057499,40.60881,118071600
2018/1/4,43.134998,43.3675,43.02,43.2575,40.797447,89738400
2018/1/5,43.360001,43.842499,43.262501,43.75,41.261944,94640000
2018/1/8,43.587502,43.9025,43.482498,43.587502,41.108681,82271200
2018/1/9,43.637501,43.764999,43.352501,43.5825,41.103954,86336000
2018/1/10,43.290001,43.575001,43.25,43.572498,41.094521,95839600
2018/1/11,43.647499,43.872501,43.622501,43.82,41.327953,74670800
2018/1/12,44.044998,44.34,43.912498,44.272499,41.754715,101672400
2018/1/16,44.474998,44.8475,44.035,44.047501,41.542511,118263600
2018/1/17,44.037498,44.8125,43.767502,44.775002,42.228645,137547200
2018/1/18,44.842499,45.025002,44.5625,44.814999,42.266376,124773600
2018/1/19,44.6525,44.895,44.352501,44.615002,42.07774,129700400
2018/1/22,44.325001,44.445,44.150002,44.25,41.733494,108434400
2018/1/23,44.325001,44.860001,44.205002,44.259998,41.742928,130756400
2018/1/24,44.3125,44.325001,43.299999,43.555,41.078026,204420400
2018/1/25,43.627499,43.737499,42.6325,42.7775,40.344742,166116000
2018/1/26,43,43,42.514999,42.877499,40.439045,156572000
2018/1/29,42.540001,42.540001,41.767502,41.990002,39.602024,202561600
2018/1/30,41.3825,41.842499,41.174999,41.7425,39.368591,184192800
2018/1/31,41.717499,42.110001,41.625,41.857498,39.477047,129915600
2018/2/1,41.7925,42.154999,41.689999,41.945,39.559593,188923200
2018/2/2,41.5,41.700001,40.025002,40.125,37.843075,346375200
2018/2/5,39.775002,40.970001,39,39.122501,36.897606,290954000
2018/2/6,38.7075,40.93,38.5,40.7575,38.439617,272975200
2018/2/7,40.772499,40.849998,39.767502,39.884998,37.616734,206434400
2018/2/8,40.072498,40.25,38.7575,38.787498,36.581646,217562000
2018/2/9,39.267502,39.4725,37.560001,39.102501,37.029099,282690400
2018/2/12,39.625,40.9725,39.377499,40.677502,38.520584,243278000
2018/2/13,40.487499,41.1875,40.412498,41.084999,38.906464,130196800
2018/2/14,40.759998,41.884998,40.720001,41.842499,39.623806,162579600
2018/2/15,42.447498,43.272499,42.25,43.247501,40.954308,204588800
2018/2/16,43.09,43.705002,42.942501,43.107498,40.821728,160704400
2018/2/20,43.012501,43.564999,42.855,42.962502,40.684425,135722000
2018/2/21,43.2075,43.529999,42.752499,42.767502,40.499767,149886400
2018/2/22,42.950001,43.487499,42.927502,43.125,40.838318,123967600
2018/2/23,43.4175,43.912498,43.384998,43.875,41.548534,135249600
2018/2/26,44.087502,44.8475,44.052502,44.7425,42.370033,152648800
2018/2/27,44.775002,45.119999,44.540001,44.5975,42.232716,155712400
2018/2/28,44.814999,45.154999,44.512501,44.529999,42.1688,151128400
2018/3/1,44.634998,44.945,43.165001,43.75,41.430168,195208000
2018/3/2,43.200001,44.075001,43.112499,44.052502,41.716614,153816000
2018/3/5,43.802502,44.435001,43.630001,44.205002,41.861038,113605600
2018/3/6,44.477501,44.5625,44.032501,44.1675,41.825523,95154000
2018/3/7,43.735001,43.962502,43.567501,43.7575,41.437267,126814000
2018/3/8,43.869999,44.279999,43.767502,44.235001,41.889446,95096400
2018/3/9,44.490002,45,44.3475,44.994999,42.609154,128740800
2018/3/12,45.072498,45.5975,45.052502,45.43,43.02108,128828400
2018/3/13,45.647499,45.875,44.810001,44.9925,42.606777,126774000
2018/3/14,45.080002,45.130001,44.452499,44.610001,42.244556,117473600
2018/3/15,44.625,45.060001,44.517502,44.662498,42.294281,90975200
2018/3/16,44.662498,44.779999,44.404999,44.505001,42.14513,157618800
2018/3/19,44.330002,44.3675,43.415001,43.825001,41.50119,133787200
2018/3/20,43.810001,44.200001,43.735001,43.810001,41.486992,78597600
2018/3/21,43.759998,43.772499,42.814999,42.817501,40.547112,148219600
2018/3/22,42.5,43.169998,42.150002,42.212502,39.974186,165963200
2018/3/23,42.0975,42.48,41.235001,41.235001,39.048519,164115200
2018/3/26,42.017502,43.275002,41.610001,43.192501,40.902229,150164800
2018/3/27,43.419998,43.787498,41.73,42.084999,39.853447,163690400
2018/3/28,41.8125,42.505001,41.297501,41.619999,39.413097,166674000
2018/3/29,41.952499,42.9375,41.724998,41.945,39.720882,153594000
2018/4/2,41.66,42.235001,41.1175,41.669998,39.460464,150347200
2018/4/3,41.91,42.1875,41.220001,42.0975,39.865288,121112000
2018/4/4,41.220001,43.002499,41.192501,42.9025,40.627598,138422000
2018/4/5,43.145,43.557499,43.02,43.200001,40.909332,107732800
2018/4/6,42.7425,43.119999,42.049999,42.095001,39.862915,140021200
2018/4/9,42.470001,43.272499,42.462502,42.512501,40.258278,116070800
2018/4/10,43.25,43.5,42.8825,43.3125,41.015862,113634400
2018/4/11,43.057499,43.48,42.924999,43.110001,40.824093,89726400
2018/4/12,43.352501,43.75,43.259998,43.535,41.226563,91557200
2018/4/13,43.695,43.959999,43.462502,43.682499,41.366238,100497200
2018/4/16,43.7575,44.047501,43.7075,43.955002,41.624302,86313600
2018/4/17,44.122501,44.735001,44.102501,44.560001,42.197212,106421600
2018/4/18,44.452499,44.705002,44.220001,44.459999,42.102501,83018000
2018/4/19,43.439999,43.8475,43.165001,43.200001,40.909332,139235200
2018/4/20,42.650002,42.805,41.357498,41.43,39.233173,261964400
2018/4/23,41.7075,41.73,41.022499,41.310001,39.11956,146062000
2018/4/24,41.4175,41.5825,40.305,40.735001,38.575024,134768000
2018/4/25,40.654999,41.355,40.602501,40.912498,38.743126,113528400
2018/4/26,41.029999,41.432499,40.842499,41.055,38.878063,111852000
2018/4/27,41,41.0825,40.157501,40.580002,38.428257,142623200
2018/4/30,40.532501,41.814999,40.459999,41.314999,39.124283,169709600
2018/5/1,41.602501,42.299999,41.317501,42.275002,40.033363,214277600
2018/5/2,43.807499,44.4375,43.450001,44.142502,41.801846,266157600
2018/5/3,43.970001,44.375,43.610001,44.2225,41.877617,136272800
2018/5/4,44.5625,46.0625,44.5425,45.9575,43.520603,224805200
2018/5/7,46.294998,46.9175,46.1875,46.290001,43.835484,169805600
2018/5/8,46.247501,46.555,45.9175,46.512501,44.046185,113611200
2018/5/9,46.637501,46.849998,46.305,46.84,44.356323,92844800
2018/5/10,46.935001,47.592499,46.912498,47.509998,44.990788,111957200
2018/5/11,47.372501,47.514999,46.862499,47.147499,44.819672,104848800
2018/5/14,47.252499,47.3825,46.965,47.037498,44.715107,83115200
2018/5/15,46.695,46.767502,46.275002,46.610001,44.308712,94780800
2018/5/16,46.517502,47.115002,46.5,47.044998,44.722225,76732400
2018/5/17,47,47.227501,46.59,46.747501,44.439426,69176000
2018/5/18,46.797501,46.952499,46.532501,46.577499,44.277828,73190800
2018/5/21,47,47.317501,46.727501,46.907501,44.59153,73603200
2018/5/22,47.095001,47.220001,46.695,46.790001,44.479839,60962800
2018/5/23,46.587502,47.125,46.439999,47.09,44.765007,80233600
2018/5/24,47.192501,47.209999,46.552502,47.037498,44.715107,92936000
2018/5/25,47.057499,47.412498,46.912498,47.145,44.817295,69844000
2018/5/29,46.900002,47.1875,46.717499,46.974998,44.655685,90056400
2018/5/30,46.93,47,46.695,46.875,44.560631,74762000
2018/5/31,46.805,47.057499,46.535,46.717499,44.4109,109931200
2018/6/1,46.997501,47.564999,46.9375,47.560001,45.211811,93770000
2018/6/4,47.91,48.355,47.837502,47.9575,45.589691,105064800
2018/6/5,48.267502,48.485001,48.09,48.327499,45.94141,86264000
2018/6/6,48.407501,48.52,47.98,48.494999,46.100655,83734400
2018/6/7,48.535,48.549999,48.084999,48.365002,45.977051,85388800
2018/6/8,47.7925,48,47.442501,47.924999,45.558781,106627200
2018/6/11,47.837502,47.9925,47.552502,47.807499,45.447086,73234000
2018/6/12,47.8475,48.1525,47.787498,48.07,45.696621,67644400
2018/6/13,48.105,48.220001,47.610001,47.674999,45.321121,86553600
2018/6/14,47.887501,47.892502,47.555,47.700001,45.344891,86440400
2018/6/15,47.5075,47.540001,47.064999,47.209999,44.879089,246876800
2018/6/18,46.970001,47.305,46.799999,47.185001,44.85532,73939600
2018/6/19,46.285,46.5825,45.862499,46.422501,44.130466,134314000
2018/6/20,46.587502,46.799999,46.432499,46.625,44.322975,82514800
2018/6/21,46.8125,47.087502,46.235001,46.365002,44.075813,102847600
2018/6/22,46.529999,46.537498,46.174999,46.23,43.947464,108801600
2018/6/25,45.849998,46.23,45.182499,45.5425,43.293911,126652400
2018/6/26,45.747501,46.6325,45.634998,46.107498,43.831028,98276800
2018/6/27,46.307499,46.82,46.0075,46.040001,43.766861,101141200
2018/6/28,46.025002,46.552502,45.950001,46.375,44.08532,69460800
2018/6/29,46.572498,46.797501,45.727501,46.2775,43.99263,90950800
2018/7/2,45.955002,46.825001,45.855,46.794998,44.484577,70925200
2018/7/3,46.947498,46.987499,45.884998,45.98,43.709812,55819200
2018/7/5,46.314999,46.602501,46.07,46.349998,44.061543,66416800
2018/7/6,46.355,47.107498,46.299999,46.9925,44.672329,69940800
2018/7/9,47.375,47.669998,47.325001,47.645,45.29261,79026400
2018/7/10,47.677502,47.82,47.544998,47.587502,45.237957,63756400
2018/7/11,47.125,47.445,46.9025,46.970001,44.650928,75326000
2018/7/12,47.3825,47.852501,47.327499,47.7575,45.399548,72164400
2018/7/13,47.77,47.959999,47.724998,47.8325,45.470856,50055600
2018/7/16,47.880001,48.162498,47.605,47.727501,45.371044,60172400
2018/7/17,47.4375,47.967499,47.299999,47.862499,45.499367,62138000
2018/7/18,47.945,47.950001,47.482498,47.599998,45.249832,65573600
2018/7/19,47.422501,48.137501,47.422501,47.970001,45.60157,81147200
2018/7/20,47.945,48.107498,47.5425,47.860001,45.49699,82704800
2018/7/23,47.669998,47.990002,47.389999,47.9025,45.537392,63957600
2018/7/24,48.112499,48.415001,48.012501,48.25,45.867744,74791600
2018/7/25,48.264999,48.712502,48.107498,48.705002,46.300274,66839600
2018/7/26,48.6525,48.990002,48.4025,48.552502,46.155304,76304000
2018/7/27,48.747501,48.797501,47.525002,47.744999,45.387672,96096000
2018/7/30,47.974998,48.049999,47.267502,47.477501,45.133385,84118000
2018/7/31,47.575001,48.035,47.334999,47.572498,45.223698,157492000
2018/8/1,49.782501,50.439999,49.327499,50.375,47.887829,271742800
2018/8/2,50.145,52.095001,50.087502,51.8475,49.287617,249616000
2018/8/3,51.7575,52.185001,51.369999,51.997501,49.430222,133789600
2018/8/6,52,52.3125,51.767502,52.267502,49.686886,101701600
2018/8/7,52.330002,52.375,51.689999,51.7775,49.221073,102349600
2018/8/8,51.512501,51.952499,51.130001,51.8125,49.254349,90102000
2018/8/9,52.3825,52.445,51.799999,52.220001,49.641735,93970400
2018/8/10,51.84,52.275002,51.6675,51.8825,49.49387,98444800
2018/8/13,52.327499,52.737499,51.924999,52.217499,49.813442,103563600
2018/8/14,52.540001,52.639999,52.064999,52.4375,50.023319,82992000
2018/8/15,52.305,52.685001,52.0825,52.560001,50.140186,115230400
2018/8/16,52.9375,53.452499,52.8675,53.330002,50.874729,114001600
2018/8/17,53.360001,54.487499,53.290001,54.395,51.890686,141708000
2018/8/20,54.525002,54.794998,53.7775,53.865002,51.38509,121150800
2018/8/21,54.200001,54.297501,53.5075,53.759998,51.284924,104639200
2018/8/22,53.525002,54.09,53.459999,53.762501,51.287312,76072400
2018/8/23,53.662498,54.262501,53.650002,53.872501,51.392254,75532800
2018/8/24,54.150002,54.224998,53.7775,54.040001,51.552044,73905600
2018/8/27,54.287498,54.685001,54.0825,54.485001,51.976543,82100400
2018/8/28,54.752499,55.134998,54.73,54.924999,52.39629,91107200
2018/8/29,55.037498,55.872501,54.852501,55.744999,53.178539,109019200
2018/8/30,55.8125,57.064999,55.599998,56.2575,53.66745,195175200
2018/8/31,56.627499,57.217499,56.5,56.907501,54.28751,173360400
2018/9/4,57.102501,57.294998,56.657501,57.09,54.461613,109560400
2018/9/5,57.247501,57.4175,56.275002,56.717499,54.106266,133332000
2018/9/6,56.557499,56.837502,55.325001,55.775002,53.207161,137160000
2018/9/7,55.462502,56.342499,55.177502,55.325001,52.777878,150479200
2018/9/10,55.237499,55.462502,54.1175,54.5825,52.069569,158066000
2018/9/11,54.502499,56.075001,54.139999,55.962502,53.386028,142996000
2018/9/12,56.235001,56.25,54.959999,55.267502,52.723026,197114800
2018/9/13,55.880001,57.087502,55.642502,56.602501,53.996559,166825600
2018/9/14,56.4375,56.709999,55.630001,55.959999,53.38364,127997200
2018/9/17,55.537498,55.737499,54.317501,54.470001,51.962242,148780400
2018/9/18,54.447498,55.462502,54.279999,54.560001,52.0481,126286800
2018/9/19,54.625,54.904999,53.825001,54.592499,52.079094,108495200
2018/9/20,55.060001,55.57,54.787498,55.0075,52.474995,106435200
2018/9/21,55.195,55.34,54.322498,54.415001,51.909771,384986800
2018/9/24,54.205002,55.314999,54.157501,55.197498,52.65625,110773600
2018/9/25,54.9375,55.705002,54.924999,55.547501,52.990135,98217600
2018/9/26,55.25,55.9375,54.939999,55.105,52.568001,95938800
2018/9/27,55.955002,56.610001,55.884998,56.237499,53.648365,120724800
2018/9/28,56.197498,56.459999,56.005001,56.435001,53.836769,91717600
2018/10/1,56.987499,57.355,56.587502,56.814999,54.199276,94403200
2018/10/2,56.8125,57.5,56.657501,57.32,54.68103,99152800
2018/10/3,57.512501,58.3675,57.445,58.017502,55.346409,114619200
2018/10/4,57.695,58.087502,56.682499,56.997501,54.373379,128168000
2018/10/5,56.990002,57.102501,55.145,56.072498,53.490959,134322000
2018/10/8,55.552502,56.200001,55.049999,55.942501,53.366947,118655600
2018/10/9,55.91,56.817501,55.5625,56.717499,54.106266,107564000
2018/10/10,56.365002,56.587502,54.012501,54.09,51.599743,167962400
2018/10/11,53.630001,54.875,53.080002,53.612499,51.144218,212497600
2018/10/12,55.105,55.720001,54.209999,55.5275,52.971058,161351600
2018/10/15,55.290001,55.4575,54.317501,54.34,51.838223,123164000
2018/10/16,54.732498,55.747501,54.189999,55.537498,52.980602,116736000
2018/10/17,55.575001,55.66,54.834999,55.297501,52.751644,91541600
2018/10/18,54.465,54.935001,53.25,54.005001,51.518642,130325200
2018/10/19,54.514999,55.314999,54.357498,54.827499,52.303284,132314800
2018/10/22,54.947498,55.84,54.735001,55.162498,52.622856,115168400
2018/10/23,53.9575,55.8125,53.674999,55.682499,53.118916,155071200
2018/10/24,55.650002,56.057499,53.634998,53.772499,51.296848,163702000
2018/10/25,54.427502,55.345001,54.1875,54.950001,52.420139,119423200
2018/10/26,53.974998,55.047501,53.1675,54.075001,51.585419,189033600
2018/10/29,54.797501,54.922501,51.522499,53.060001,50.617153,183742000
2018/10/30,52.787498,53.794998,52.317501,53.325001,50.869961,146640000
2018/10/31,54.220001,55.112499,54.154999,54.715,52.195961,153435600
2018/11/1,54.762501,55.59,54.202499,55.555,52.997284,233292800
2018/11/2,52.387501,53.412498,51.357498,51.869999,49.481945,365314800
2018/11/5,51.075001,51.0975,49.5425,50.397499,48.077232,264654800
2018/11/6,50.48,51.18,50.422501,50.942501,48.597141,127531600
2018/11/7,51.4925,52.514999,51.032501,52.487499,50.071003,133697600
2018/11/8,52.494999,52.529999,51.6875,52.122501,49.89632,101450400
2018/11/9,51.387501,51.502499,50.5625,51.1175,48.934231,137463200
2018/11/12,49.75,49.962502,48.447498,48.5425,46.469208,204542000
2018/11/13,47.907501,49.294998,47.862499,48.057499,46.004925,187531600
2018/11/14,48.474998,48.619999,46.482498,46.700001,44.70541,243204000
2018/11/15,47.0975,47.9925,46.724998,47.852501,45.808678,185915200
2018/11/16,47.625,48.7425,47.365002,48.3825,46.316044,147713200
2018/11/19,47.5,47.674999,46.247501,46.465,44.480442,167701200
2018/11/20,44.592499,45.3675,43.877499,44.244999,42.355259,271300800
2018/11/21,44.932499,45.067501,44.137501,44.195,42.307396,124496800
2018/11/23,43.735001,44.150002,43.025002,43.072498,41.232841,94496000
2018/11/26,43.560001,43.737499,42.564999,43.654999,41.790466,179994000
2018/11/27,42.877499,43.692501,42.720001,43.560001,41.699528,165549600
2018/11/28,44.182499,45.322498,43.732498,45.235001,43.302982,184250000
2018/11/29,45.665001,45.700001,44.424999,44.887501,42.970325,167080000
2018/11/30,45.072498,45.0825,44.2575,44.645,42.738171,158126000
2018/12/3,46.115002,46.235001,45.302502,46.205002,44.231544,163210000
2018/12/4,45.237499,45.5975,44.067501,44.172501,42.285854,165377200
2018/12/6,42.939999,43.695,42.605,43.68,41.8144,172393600
2018/12/7,43.372501,43.622501,42.075001,42.122501,40.323421,169126400
2018/12/10,41.25,42.522499,40.8325,42.400002,40.589066,248104000
2018/12/11,42.915001,42.947498,41.75,42.157501,40.356926,189126800
2018/12/12,42.599998,42.98,42.255001,42.275002,40.469395,142510800
2018/12/13,42.622501,43.142502,42.387501,42.737499,40.912148,127594400
2018/12/14,42.25,42.27,41.32,41.369999,39.603054,162814800
2018/12/17,41.362499,42.087502,40.682499,40.985001,39.234501,177151600
2018/12/18,41.345001,41.8825,41.0975,41.517502,39.744263,135366000
2018/12/19,41.5,41.862499,39.772499,40.2225,38.504574,196189200
2018/12/20,40.099998,40.5275,38.825001,39.2075,37.532928,259092000
2018/12/21,39.215,39.540001,37.407501,37.682499,36.073044,382978400
2018/12/24,37.037498,37.887501,36.647499,36.7075,35.139694,148676800
2018/12/26,37.075001,39.307499,36.68,39.2925,37.614288,234330000
2018/12/27,38.959999,39.192501,37.517502,39.037498,37.370186,212468400
2018/12/28,39.375,39.630001,38.637501,39.057499,37.389328,169165600
