Date,Price,Open,High,Low,Vol.,Change %
05/12/2025,318.38,321.99,322.21,311.5,112.83M,6.75%
05/13/2025,334.07,320,337.59,316.8,136.99M,4.93%
05/14/2025,347.68,342.5,350,337,137.00M,4.07%
05/15/2025,342.82,340.34,346.14,334.72,97.88M,-1.40%
05/16/2025,349.98,346.24,351.62,342.33,95.90M,2.09%
05/19/2025,342.09,336.3,343,333.37,88.87M,-2.25%
05/20/2025,343.82,347.87,354.99,341.63,131.72M,0.51%
05/21/2025,334.62,344.43,347.35,332.2,102.35M,-2.68%
05/22/2025,341.04,331.9,347.27,331.39,97.11M,1.92%
05/23/2025,339.34,337.92,343.18,333.21,84.65M,-0.50%
05/27/2025,362.89,347.35,363.79,347.32,120.15M,6.94%
05/28/2025,356.9,364.84,365,355.91,91.40M,-1.65%
05/29/2025,358.43,365.29,367.71,356,88.55M,0.43%
05/30/2025,346.46,355.52,363.68,345.29,123.47M,-3.34%
06/02/2025,342.69,343.5,348.02,333.33,81.87M,-1.09%
06/03/2025,344.27,346.6,355.4,343.04,99.32M,0.46%
06/04/2025,332.05,345.1,345.6,327.33,98.91M,-3.55%
06/05/2025,284.7,322.49,324.55,273.21,292.82M,-14.26%
06/06/2025,295.14,298.83,305.5,291.14,164.75M,3.67%
06/09/2025,308.58,285.95,309.83,281.85,140.91M,4.55%
06/10/2025,326.09,314.94,327.83,310.67,151.26M,5.67%
06/11/2025,326.43,334.39,335.5,322.5,122.61M,0.10%
06/12/2025,319.11,323.08,332.56,316.86,105.13M,-2.24%
06/13/2025,325.31,313.97,332.99,313.3,128.96M,1.94%
06/16/2025,329.13,331.29,332.05,326.41,83.93M,1.17%
06/17/2025,316.35,326.09,327.26,314.74,88.28M,-3.88%
06/18/2025,322.05,317.31,329.32,315.45,95.14M,1.80%
06/20/2025,322.16,327.95,332.36,317.78,108.69M,0.03%
06/23/2025,348.68,327.54,357.54,327.48,190.72M,8.23%
06/24/2025,340.47,356.17,356.26,340.44,114.74M,-2.35%
06/25/2025,327.55,342.7,343,320.4,119.85M,-3.79%
06/26/2025,325.78,324.61,331.05,323.61,80.44M,-0.54%
06/27/2025,323.63,324.51,329.34,317.49,89.07M,-0.66%
06/30/2025,317.66,319.9,325.58,316.6,76.70M,-1.84%
07/01/2025,300.71,298.46,305.89,293.21,145.09M,-5.34%
07/02/2025,315.65,312.63,316.83,303.82,119.48M,4.97%
07/03/2025,315.35,317.99,318.45,312.76,58.04M,-0.10%
07/07/2025,293.94,291.37,296.15,288.77,131.18M,-6.79%
07/08/2025,297.81,297,304.05,294.35,103.25M,1.32%
07/09/2025,295.88,297.55,300.15,293.55,75.59M,-0.65%
07/10/2025,309.87,300.05,310.48,300,104.37M,4.73%
07/11/2025,313.51,307.89,314.09,305.65,79.24M,1.17%
07/14/2025,316.9,317.73,322.6,312.67,78.04M,1.08%
07/15/2025,310.78,319.67,321.2,310.5,77.56M,-1.93%
07/16/2025,321.67,312.8,323.5,312.62,97.28M,3.50%
07/17/2025,319.41,323.15,324.34,317.06,73.92M,-0.70%
07/18/2025,329.65,321.66,330.9,321.42,94.25M,3.21%
07/21/2025,328.49,334.4,338,326.88,75.77M,-0.35%
07/22/2025,332.11,329.74,335.41,321.55,77.37M,1.10%
07/23/2025,332.56,330.9,336.2,328.67,92.55M,0.14%
07/24/2025,305.3,310,310.15,300.41,156.97M,-8.20%
07/25/2025,316.06,308.74,323.63,308.01,148.23M,3.52%
07/28/2025,325.59,318.45,330.49,315.69,112.67M,3.02%
07/29/2025,321.2,325.55,326.25,318.25,87.36M,-1.35%
07/30/2025,319.04,322.18,324.45,311.62,83.93M,-0.67%
07/31/2025,308.27,319.61,321.37,306.1,85.27M,-3.38%
08/01/2025,302.63,306.2,309.31,297.82,89.12M,-1.83%
08/04/2025,309.26,309.08,312.12,303,78.68M,2.19%
08/05/2025,308.72,308.95,312.45,305.5,57.96M,-0.17%
08/06/2025,319.91,307.89,320.47,306.93,78.52M,3.62%
08/07/2025,322.27,319.79,322.4,316.16,66.66M,0.74%
08/08/2025,329.65,321.43,335.15,320.98,91.20M,2.29%
08/11/2025,339.03,335,346.64,334.15,105.32M,2.85%
08/12/2025,340.84,345,345.26,332.94,80.69M,0.53%
08/13/2025,339.38,341.5,348.98,338.2,67.84M,-0.43%
08/14/2025,335.58,335.76,340.47,330.4,75.00M,-1.12%
08/15/2025,330.56,337.65,339.3,327.02,74.32M,-1.50%
08/18/2025,335.16,329.62,336.27,329.59,56.96M,1.39%
08/19/2025,329.31,335.79,340.55,327.85,75.96M,-1.75%
08/20/2025,323.9,329.22,331.37,314.6,77.48M,-1.64%
08/21/2025,320.11,322.08,324.9,318.68,55.74M,-1.17%
08/22/2025,340.01,321.66,340.25,319.69,94.02M,6.22%
08/25/2025,346.6,338.9,349.53,335.03,86.67M,1.94%
08/26/2025,351.67,344.93,351.9,343.72,76.65M,1.46%
08/27/2025,349.6,351.94,355.39,349.16,65.52M,-0.59%
08/28/2025,345.98,350.91,353.55,340.26,67.90M,-1.04%
08/29/2025,333.87,347.23,348.75,331.7,81.15M,-3.50%
09/02/2025,329.36,328.23,333.33,325.6,58.39M,-1.35%
09/03/2025,334.09,335.2,343.33,328.51,88.73M,1.44%
09/04/2025,338.53,336.15,338.89,331.48,60.71M,1.33%
09/05/2025,350.84,348,355.87,344.68,108.99M,3.64%
09/08/2025,346.4,354.64,358.44,344.84,75.21M,-1.27%
09/09/2025,346.97,348.44,350.77,343.82,53.82M,0.16%
09/10/2025,347.79,350.55,356.33,346.07,72.12M,0.24%
09/11/2025,368.81,350.17,368.99,347.6,103.76M,6.04%
09/12/2025,395.94,370.94,396.69,370.24,168.16M,7.36%
09/15/2025,410.04,423.13,425.7,402.43,163.82M,3.56%
09/16/2025,421.62,414.49,423.25,411.43,104.29M,2.82%
09/17/2025,425.86,415.75,428.31,409.67,106.13M,1.01%
09/18/2025,416.85,428.86,432.22,416.56,90.45M,-2.12%
09/19/2025,426.07,421.82,429.47,421.72,93.13M,2.21%
09/22/2025,434.21,431.11,444.98,429.13,97.11M,1.91%
09/23/2025,425.85,439.88,440.97,423.72,83.42M,-1.93%
09/24/2025,442.79,429.83,444.21,429.03,93.13M,3.98%
09/25/2025,423.39,435.24,435.35,419.08,96.75M,-4.38%
09/26/2025,440.4,428.3,440.47,421.02,101.63M,4.02%
09/29/2025,443.21,444.35,450.98,439.5,79.49M,0.64%
09/30/2025,444.72,441.52,445,433.12,74.36M,0.34%
10/01/2025,459.46,443.8,462.29,440.75,98.12M,3.31%
10/02/2025,436,470.54,470.75,435.57,137.01M,-5.11%
10/03/2025,429.83,443.29,446.77,416.58,133.19M,-1.42%
10/06/2025,453.25,440.75,453.55,436.69,85.32M,5.45%
10/07/2025,433.09,447.82,452.68,432.45,102.30M,-4.45%
10/08/2025,438.69,437.57,441.33,425.23,71.19M,1.29%
10/09/2025,435.54,431.81,436.35,426.18,69.34M,-0.72%
10/10/2025,413.49,436.54,443.13,411.45,112.11M,-5.06%
10/13/2025,435.9,423.53,436.89,419.7,79.55M,5.42%
10/14/2025,429.24,426.79,434.2,417.86,72.67M,-1.53%
10/15/2025,435.15,434.9,440.51,426.33,71.56M,1.38%
10/16/2025,428.75,434.73,439.35,421.31,77.19M,-1.47%
10/17/2025,439.31,425.5,441.46,423.6,89.33M,2.46%
10/20/2025,447.43,443.86,449.8,440.61,63.72M,1.85%
10/21/2025,442.6,445.76,449.3,442.05,54.41M,-1.08%
10/22/2025,438.97,443.45,445.54,429,84.02M,-0.82%
10/23/2025,448.98,420,449.4,413.9,126.71M,2.28%
10/24/2025,433.72,446.83,451.68,430.17,94.73M,-3.40%
10/27/2025,452.42,439.98,460.16,438.69,105.87M,4.31%
10/28/2025,460.55,454.77,467,451.6,80.19M,1.80%
10/29/2025,461.51,462.5,465.7,452.65,67.98M,0.21%
10/30/2025,440.1,451.05,455.06,439.61,72.45M,-4.64%
10/31/2025,456.56,446.75,458,443.69,83.14M,3.74%
11/03/2025,468.37,455.99,474.07,453.8,84.60M,2.59%
11/04/2025,444.26,454.46,460.22,443.6,87.76M,-5.15%
11/05/2025,462.07,452.05,466.33,440.71,85.57M,4.01%
11/06/2025,445.91,461.96,467.45,435.09,109.62M,-3.50%
11/07/2025,429.52,437.92,439.36,421.88,103.47M,-3.68%
11/10/2025,445.23,439.6,449.67,433.36,76.52M,3.66%
11/11/2025,439.62,439.4,442.49,432.36,60.53M,-1.26%
11/12/2025,430.6,442.15,442.33,426.56,58.51M,-2.05%
11/13/2025,401.99,423.13,424.5,396.34,118.95M,-6.64%
11/14/2025,404.35,386.3,412.19,382.78,105.51M,0.59%
